@relation		textmining-train

@attribute		description		string
@attribute		isBug			{0, 1}


@data
"python rpc interop tests use wrong src dir Pythons RPC interop tests dont work because they refer to code in langpysrc when they should instead look in langpybuildsrc",1
"ruby side has busted client handshaking Ruby side has the same busted CLIENT handshake problem the python side did Testing is hard at the moment",1
"Support Oneway in Avro IDL Avro IDL should support a oneway property for messages",0
"AvroOutputFormat doesnt work for maponly jobs if only the map output schema has been set AvroOutputFormat should use AvroJobMAPOUTPUTSCHEMA for maponly jobs if AvroJobOUTPUTSCHEMA has not been set",1
"Need to include Handshake Response when handling a system error on the Java server side System error is not handling everything right now Details in the comments",1
"python implementation of mapreduce connector AVRO512 defines protocols for implementing mapreduce tasks  It would be good to have a Python implementation of this",0
"add tools for text file import and export It would be good to have commandline tools to convert between newlinedelimited text to Avro data files",0
"data files created by ruby DataWriter are extremely large Adding 10000 records of a very simple schema 3 fields to a DataWriter results in a file that is 317mb  The same records in JSON are 430k",1
"C: Build and pass tests on Win32 Avro C does not currently build on Win32 We need to address that",0
"Route memory management through an allocator interface All memory management should go through an allocator interface that an app can replace",0
"Move mapreduce bindings out of avro jar MapReduce should not depend on any jars eg avros main jar that also depend on the MapReduce jar",0
"ruby: AvroTypeError should propagate back from the server Datum write error with the wrong schema AvroTypeError should propagate back from the server Should also check for datum reader errors propagating back correctly",1
"Out of memory and other issues with Junit tests for mapreduce The forthcoming patch fixed the out of memory problem we encounter while running JUnit tests for mapreduce",1
"ruby side should pass the rpc interop tests The ruby side should definitely pass the RPC interop tests",0
"Memory leaks in datafile reader  writer Running the quickstop example program under a memory checker show many memory leaks in the datafile reading  writing codePatch to follow",1
"ruby impl should include system errors in every protocol The current ruby implementation does not include the system error schema in every protocols errors  This is problematic since the java side implements this already ",1
"Java impl is spitting any ol error text on to the wire The current java implementation is sending the error text of unhandled errors back as RPC responses",1
"ruby impl could stand better error messages on schema parsing The current schema parsing error code is janky and wet Lets correct that",0
"missing function in C api to access array elements after decoding an array The C Api has no function for accessing the element in an array datum",1
"ruby side dev packaging The Rakefile currently cannot build the SNAPSHOT versions We should translate them into using the rubygems pre versioning and fix up the dependencies",1
"Improve and standardize process for publishing Python release artifacts to PyPI We are now publishing Avro releases to PyPI Lets make sure things work as planned",0
"Avro IDL should support includes includes would be a nice feature for Avro IDL",0
"the genavro format should support defaults It would be great if the genavro format also supported assigning default values",0
"hadoop mapreduce support for avro data Avro should provide support for using Hadoop MapReduce over Avro data files",0
"ruby implementation can do doubles and floats better Rubys Array#pack and String#unpack can be used better than we are currently using them for reading and writing doubles and floats",0
"add ant task to deploy Maven artifacts Avro should have an Ant task that can deploy Maven artifacts to a repository",0
"ruby implementation should skip complex objects The ruby implementation does not support skipping over complex objects This is bad mojo",1
"reflect does not transmit exception messages Exceptions thrown by reflection do not include their error message when received",1
"A more rubyish DataFile API The DataFile api in the ruby implementation is less than ideal We should make it look more like what the cool kids with expensive haircuts expect",0
"Patch to update java lib dependencies The attached patch updates the Java lib to use Ivy 210 as well as newer versions of some dependency libs",0
"DataFileStream should implement Closeable like DataFileWriter DataFileStream should implement javaioCloseable like DataFileWriter",0
"More warning cleanup This requires that the patch from AVRO452 be applied It fixes all remaining warnings when using the CMake build and probably autotools",0
"encodingbinaryc doesnt build on big endian platforms See upcoming attachment",1
"Remove unused headers from being checked in configurein The configurein is checking for various headers explicitly  but those headers are not used in the C implementation of Avro",0
